Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time	EpochS
93	21.158306	8.924376	38.992218	-35.77272	-750.23517	275.76318	-396.15182	-2148.2896	85.91228	-623744060.0	-33.177875744680854	-336.4914	57.961655	245.3161	-371.22287	18800000	3.2424927e-10	63475.38	-0.0010807924	-2009.3008	1.0377713	0.004699157	453.8595633506775	1.0
94	20.853926	10.426777	42.65696	-63.470303	-657.73193	224.42409	-8.3666935	-1872.2043	75.82	-632223200.0	-33.27490694736842	-338.68735	46.12229	227.48306	-376.11667	19000000	7.2479245e-10	73573.086	-0.0004596928	-2413.0469	1.0408401	0.0031298993	458.64729142189026	1.0
95	20.472248	4.9445095	35.929855	0.14628565	-641.80743	182.86473	-10.705217	-1426.1868	75.57798	-640656960.0	-33.36755	-333.59958	56.48311	234.36131	-382.7883	19200000	4.5776366e-10	79762.81	-0.00065515516	-2623.3828	1.0401027	0.004259189	463.39725136756897	1.0
96	19.621428	4.3710203	35.265522	0.7115882	-607.3397	149.9657	-7.0402055	-1102.9025	70.65468	-649368700.0	-33.47261360824742	-351.9024	49.146015	286.5009	-390.28165	19400000	1.8692017e-09	93039.09	-0.0006356767	-2963.1719	1.040608	0.0031028814	468.1537091732025	1.0
97	18.451208	5.9904	31.40281	-21.298227	-614.6063	201.87938	-11.847843	-1847.3363	70.695366	-658529800.0	-33.5984587755102	-362.33963	57.287807	224.3086	-398.75198	19600000	-2.1362303e-09	106538.72	-0.0005211382	-4420.375	1.0364939	0.0024567938	472.9261178970337	1.0
98	18.365479	5.2313523	33.248646	-9.903198	-595.5452	194.25006	-8.97825	-1333.8693	68.58442	-667934700.0	-33.73407676767677	-351.7496	79.14002	134.3161	-408.19565	19800000	-1.6021728e-09	113229.445	-0.0006158804	-4034.6953	1.0343186	0.004494737	477.74640440940857	1.0
99	17.823572	5.815068	25.574234	-33.663143	-554.7889	155.7313	-6.154277	-1410.9702	65.13072	-677626240.0	-33.881312	-348.2616	90.78061	132.21402	-417.60962	20000000	5.41687e-09	125579.984	-0.0005998744	-4592.203	1.0273558	0.0052153934	482.5090970993042	1.0
100	16.814192	7.158966	28.023115	-48.696682	-549.83307	152.91492	-12.029175	-1464.3594	64.42105	-687394800.0	-34.02944633663366	-365.0984	75.27359	267.65222	-426.89273	20200000	-3.0517577e-10	123348.97	-0.00023020672	-5177.008	1.0355364	0.0020983908	487.24658727645874	1.0
101	16.695728	5.3409915	31.326572	-3.631558	-542.91534	196.27483	-9.525484	-1449.3586	62.42446	-697596100.0	-34.19588705882353	-383.57004	66.83832	320.4546	-435.2838	20400000	-4.7302247e-09	137467.81	-0.00039037896	-4288.8906	1.0306126	0.0029761528	491.9973199367523	1.0
102	15.885699	7.6006217	24.620306	-49.203102	-558.4821	220.85974	-7.398793	-1755.3943	64.22464	-707632300.0	-34.35108349514563	-388.14276	64.16048	313.7322	-443.65848	20600000	2.2888182e-09	127588.23	-0.0008219382	-3391.3516	1.030309	0.005286493	496.8165922164917	1.0
103	17.168869	5.5165973	31.073858	-23.944118	-551.00726	177.02943	-9.153072	-1547.8741	64.30147	-717819000.0	-34.51052923076923	-393.98572	73.26371	382.6078	-451.05432	20800000	-2.4414062e-09	121785.75	-0.0007973314	-4446.164	1.0272526	0.0065913512	501.5724902153015	1.0
104	18.583258	3.965876	27.12345	0.7048745	-574.68024	151.39035	-10.76091	-1294.2057	66.97619	-727445600.0	-34.64026819047619	-411.6176	56.01014	237.46204	-457.4018	21000000	1.25885e-09	98955.08	-0.00091376825	-2259.336	1.0232908	0.0046797567	506.29753375053406	1.0
105	18.450243	6.6106534	31.405092	-30.517653	-584.2556	169.25453	-7.1324997	-1410.5469	67.328125	-736767900.0	-34.753201509433964	-419.84512	56.10637	331.00082	-462.32864	21200000	2.0599364e-09	87909.38	-0.00068475725	-2182.0625	1.0218982	0.0034349153	511.05593705177307	1.0
106	18.053547	7.0807586	29.698957	-37.0524	-576.16675	222.96436	-7.8464546	-2052.8093	66.9313	-746111600.0	-34.86502878504673	-416.2755	65.96491	239.19759	-466.4888	21400000	-1.7547607e-09	92939.86	-0.00048466795	-1793.5625	1.0256187	0.0030749869	515.8738706111908	1.0
107	18.147326	5.8205605	28.642355	-9.935231	-584.0191	205.19463	-8.349207	-1972.2614	67.71429	-755656640.0	-34.9841037037037	-429.01245	63.810017	308.88947	-470.83844	21600000	1.0681152e-09	90713.31	-0.00083990884	-4009.0469	1.0283929	0.0046654264	520.6280746459961	1.0
108	18.27494	4.8477087	32.201633	-10.744271	-566.42004	160.58192	-10.490107	-1466.2875	65.89683	-765453630.0	-35.112551926605505	-410.49728	73.37904	296.72025	-474.9216	21800000	-3.6621093e-09	96988.914	-0.0004357042	-946.27344	1.0256813	0.0018138217	525.368976354599	1.0
109	17.469591	4.7267556	26.853191	0.7100332	-529.97144	160.0826	-8.93928	-1199.324	62.193798	-775389500.0	-35.244977454545456	-425.3268	64.96317	310.32343	-479.44116	22000000	-1.9836426e-09	102047.09	-0.0004247766	-1998.9688	1.0226368	0.0026685693	530.1280090808868	1.0
110	17.696413	3.2949886	26.537046	0.72143054	-532.97266	117.59523	-9.166988	-874.4965	62.954247	-785185000.0	-35.368694774774774	-425.58777	77.28461	327.3196	-484.5367	22200000	3.6621093e-09	100961.03	-0.0007276222	-1724.4375	1.0270181	0.0041024475	534.9063906669617	1.0
111	15.686202	6.9288244	30.352924	-35.873875	-520.45905	193.59384	-7.521665	-1674.8619	61.37838	-794837100.0	-35.4838	-437.9044	76.374664	349.80893	-489.26968	22400000	3.2424925e-09	103231.34	-0.00063569535	-2803.2422	1.0173168	0.004832752	539.6705734729767	1.0
112	16.592869	4.121851	28.314219	-2.337223	-533.3888	170.30292	-9.0728035	-1505.5509	61.936417	-804807360.0	-35.61094513274336	-425.4793	86.30139	256.9865	-494.44412	22600000	-6.866455e-10	121105.41	-0.00029614454	-5525.8047	1.0184327	0.0022138557	544.4277837276459	1.0
113	16.637941	5.0971007	43.896038	-14.682346	-530.78076	142.71523	-11.213052	-1195.5721	62.011765	-814854500.0	-35.739233684210525	-413.0735	108.10113	298.8525	-500.90915	22800000	2.861023e-09	120978.18	-0.0010313762	-3700.6172	1.0165459	0.008185898	549.1889984607697	1.0
114	17.156391	5.462743	27.553331	-12.821531	-562.62823	181.982	-9.653839	-1528.2151	65.484276	-824414300.0	-35.8440987826087	-415.92755	111.594604	342.17725	-507.3991	23000000	3.8146972e-10	105116.41	-0.0008232117	-4450.039	1.0117471	0.0058467328	553.9709222316742	1.0
115	17.981041	4.1854854	31.925207	0.7662389	-539.27325	135.82259	-9.322828	-1216.5848	63.25	-834066940.0	-35.95116137931034	-403.5985	119.28731	259.22815	-512.92444	23200000	2.746582e-09	95638.98	-0.000466759	-2981.8438	1.0110457	0.0032172122	558.7737832069397	1.0
116	17.096313	5.093178	25.507885	0.7287934	-515.0428	157.4744	-9.129417	-1013.1525	60.36	-843678600.0	-36.05464068376068	-416.5696	110.55566	288.00372	-517.7574	23400000	1.0681152e-09	97808.81	-0.00065875065	-3300.0625	1.0091424	0.0051049595	563.5182342529297	1.0
117	17.293213	5.5867114	43.466156	0.70988727	-532.4018	171.18861	-8.327895	-1066.2367	61.88806	-853436200.0	-36.16255186440678	-410.5354	124.99612	353.74423	-522.654	23600000	6.866455e-10	100558.37	-0.00053825654	-3569.6328	1.0034697	0.004406329	568.2600557804108	1.0
118	17.645666	4.3104515	32.074818	-15.49862	-548.192	143.04234	-8.855479	-1318.6823	63.449276	-863476160.0	-36.28051092436975	-423.97015	107.28588	287.69348	-527.66486	23800000	-2.5177e-09	109713.055	-0.0006441139	-5083.0312	1.0047026	0.0037094166	573.0229451656342	1.0
119	17.581074	3.9118016	36.577385	0.70080686	-535.4726	131.65692	-10.310106	-1156.1866	62.846153	-873633900.0	-36.40141333333333	-433.2488	116.15611	345.80414	-532.2288	24000000	1.9836426e-09	114912.36	-0.00041670774	-9388.914	1.0013037	0.0048410315	577.8224494457245	1.0
120	16.070646	10.221044	26.397093	-92.83213	-536.62427	220.41179	-6.380205	-2249.8367	62.496597	-883894460.0	-36.52456462809917	-443.83548	98.4753	316.47922	-537.1112	24200000	-2.1362303e-09	108000.59	-0.00080481154	-3890.3594	1.0001462	0.0031656108	582.5999798774719	1.0
121	17.019472	3.9057658	23.902037	-5.4460416	-544.7517	137.30576	-9.941409	-1083.0701	63.42069	-893847800.0	-36.6331068852459	-428.07162	120.19543	292.13437	-541.9592	24400000	-6.866455e-10	103578.73	-0.0009321291	-3729.2266	0.9991077	0.0065913047	587.3250207901001	1.0
122	16.909433	5.829024	27.576416	-25.403381	-550.6351	200.69023	-12.210253	-1738.3046	62.7594	-904242100.0	-36.75780943089431	-426.16785	114.555176	279.20193	-546.59985	24600000	-4.5776365e-09	115256.24	-0.0003824749	-6788.0312	0.9972197	0.0040099006	592.0707242488861	1.0
123	17.408789	4.5364094	25.91917	0.70249844	-515.2154	140.12013	-8.443888	-771.6807	60.523075	-914275200.0	-36.86593548387097	-457.3162	92.2006	250.83308	-551.6214	24800000	1.8310546e-09	99701.78	-0.0009800395	-2401.5	0.9965163	0.007301107	596.8746745586395	1.0
124	18.176834	3.3194225	25.727495	0.733927	-547.9926	102.30416	-11.458961	-886.23456	65.01802	-923799800.0	-36.95199232	-463.4998	93.37148	269.71576	-555.7613	25000000	1.1062622e-09	83607.65	-0.0007708283	-1955.7188	1.002888	0.0068223663	601.6443445682526	1.0
125	16.909914	3.900542	26.57401	0.7207011	-511.04434	134.8378	-11.202262	-1020.9477	59.768597	-933803400.0	-37.05569015873016	-429.42477	115.72215	352.72382	-558.868	25200000	-1.1444091e-09	99179.2	-0.0010621728	-8475.992	1.0009599	0.0063166795	606.4193601608276	1.0
126	17.956335	3.5303109	28.532642	0.89823586	-519.8817	106.588394	-11.198558	-759.38275	61.410713	-944064450.0	-37.16789165354331	-459.57965	92.17369	272.69006	-562.6536	25400000	-3.2043457e-09	96674.67	-0.00015583652	-3839.6953	1.0008976	0.0021944586	611.1790132522583	1.0
127	17.137375	4.0019836	25.254545	0.7091491	-516.98376	130.02097	-8.841885	-1213.202	60.974136	-954988800.0	-37.30425	-470.68555	98.795166	309.60187	-566.01825	25600000	1.9073485e-09	118433.83	-0.0004142266	-5330.328	1.0040624	0.0020124167	615.9542391300201	1.0
128	17.32071	3.285655	25.0503	0.7048337	-523.6139	129.22865	-7.9651213	-1362.9752	61.272728	-965974300.0	-37.44086325581395	-483.29288	89.4251	335.31918	-570.53925	25800000	3.6621093e-09	120088.46	-0.0003213797	-6365.2344	1.0059867	0.0033323413	620.7207751274109	1.0
129	16.80494	5.193037	27.892515	-7.068852	-510.78262	152.0209	-8.861925	-1062.4183	59.975807	-977015230.0	-37.57750892307692	-495.45065	82.756645	338.68167	-575.44885	26000000	7.6293943e-10	119061.92	-0.00091118	-3007.7656	1.0027397	0.0067985156	625.4669396877289	1.0
130	17.550228	5.1681166	28.783545	-15.972059	-526.04816	148.68419	-7.4635963	-1245.1587	61.508198	-987441800.0	-37.688618015267174	-494.91577	99.18005	291.7671	-580.28345	26200000	1.6021728e-09	102624.91	-0.0003249335	-3904.0781	1.0008525	0.003191649	630.2197136878967	1.0
131	17.490843	4.3141985	25.323803	0.70542216	-509.88876	133.33269	-5.464796	-775.9335	60.18018	-997944060.0	-37.80091151515151	-472.4472	106.2345	348.94443	-584.3796	26400000	1.373291e-09	100129.26	-0.00046372382	-3054.8672	1.0011398	0.0064844163	635.0038094520569	1.0
132	16.849003	6.072821	24.37705	-14.968975	-546.61926	191.14781	-8.829148	-1292.6917	62.657658	-1008352450.0	-37.90798676691729	-496.15164	102.30013	293.70596	-588.5391	26600000	-4.920959e-09	92577.43	-0.0007185462	-2908.586	1.0012805	0.00555034	639.8026540279388	1.0
133	18.098898	3.6050675	26.717667	0.7838372	-538.3122	125.41865	-9.359869	-1145.3638	63.39394	-1018778100.0	-38.01410865671642	-472.24857	111.565834	452.49338	-592.17255	26800000	-9.155273e-10	92780.99	-0.0004019779	-4369.4375	0.9989031	0.0051427186	644.555196762085	1.0
134	17.670912	4.7267475	27.69757	-2.3227825	-527.6649	130.69724	-11.469513	-1076.599	61.91743	-1029510600.0	-38.130021925925924	-486.55804	106.90224	343.89252	-595.68494	27000000	1.1444091e-09	103513.31	-0.00030257204	-6146.6094	0.99435085	0.0043496843	649.2765624523163	1.0
135	17.3488	4.739001	27.77475	-1.007342	-532.07574	139.89536	-10.019333	-899.79285	62.326088	-1040032600.0	-38.23649176470588	-500.7607	92.0643	249.99612	-599.4053	27200000	-2.670288e-09	94922.85	-0.0006039452	-1908.7422	0.9945842	0.0033380035	654.0303037166595	1.0
136	17.95054	3.1739347	28.898045	0.7397607	-525.194	86.0067	-7.132429	-723.5196	62.285713	-1050344100.0	-38.33372729927007	-502.41223	86.79951	277.6362	-602.9368	27400000	6.866455e-10	91504.36	-0.00087941793	-3053.4531	0.9938339	0.0041193487	658.8026833534241	1.0
137	17.594727	4.3499084	26.18747	0.7456564	-521.80505	139.14597	-9.145245	-769.1175	60.804348	-1060457400.0	-38.42236985507246	-503.63248	95.305954	450.39508	-606.079	27600000	6.866455e-10	88972.01	-0.0006587095	-5208.7266	0.99207485	0.005120819	663.5635459423065	1.0
138	17.613897	3.9551036	29.098764	0.737591	-541.60754	123.22217	-11.285525	-1032.6945	62.907215	-1071155700.0	-38.53078100719424	-517.2878	92.01084	312.04547	-608.71027	27800000	6.4849853e-10	103129.45	-0.0006550972	-2990.789	0.98846686	0.004565135	668.2783043384552	1.0
139	16.959146	3.8821192	25.489283	0.633332	-517.2337	131.5218	-6.6393204	-1118.0397	60.127453	-1082675500.0	-38.666980571428574	-539.03485	97.78424	287.91623	-612.4423	28000000	-1.9836426e-09	126018.23	-0.00063970726	-5709.047	0.9852643	0.0036016502	673.0341656208038	1.0
140	17.515089	4.074367	26.798574	0.7200258	-520.1414	133.26457	-8.862694	-954.8554	60.106384	-1094033900.0	-38.795529078014184	-548.99854	85.74971	341.62592	-617.78406	28200000	6.1035155e-10	112127.836	-0.0005011052	-5098.758	0.9858523	0.0033758697	677.8762176036835	1.0
141	17.362223	2.682524	25.711702	9.187618	-541.76447	100.79639	-426.32565	-1036.7771	62.776318	-1105180400.0	-38.91480338028169	-514.8456	98.963264	348.00174	-622.4362	28400000	2.670288e-09	111049.12	-0.0006356023	-3512.4453	0.9892945	0.0037691125	682.6289372444153	1.0
142	16.781105	3.9613154	26.179766	-11.85766	-516.5592	104.03859	-238.5887	-1173.9071	60.175	-1116672800.0	-39.04450237762238	-543.68634	84.92227	352.2512	-626.85645	28600000	2.4414062e-09	119310.234	-0.00030751602	-6528.6797	0.9880872	0.004734259	687.33846783638	1.0
143	16.44995	4.323524	27.822052	0.754149	-491.08014	131.90251	-9.638805	-780.6108	57.707317	-1128576600.0	-39.18668888888889	-556.4707	84.96518	359.61697	-631.4347	28800000	7.6293943e-10	130525.76	-0.0008628465	-3468.0625	0.98667717	0.0071586096	692.0834228992462	1.0
144	16.225338	3.9208236	23.981173	0.7117723	-505.72913	155.69022	-9.233142	-1413.1976	58.88889	-1140532100.0	-39.32869296551724	-568.01385	74.39536	331.10004	-637.04297	29000000	1.9073485e-09	128004.95	-8.706657e-05	-2787.125	0.98663574	0.0017255532	696.8800365924835	1.0
145	16.307034	3.26616	23.380804	0.7374463	-498.96225	124.69935	-9.078468	-1147.3303	58.6	-1152362500.0	-39.46446904109589	-572.675	80.111755	315.64297	-642.1748	29200000	-2.2888182e-09	127085.8	-0.0006987651	-3333.0	0.98614335	0.0069151768	701.650493144989	1.0
146	16.597033	3.671616	22.249268	0.76433694	-488.3913	122.94797	-9.739303	-674.5214	57.636364	-1164043000.0	-39.59329959183673	-583.9598	84.437195	357.67877	-646.8472	29400000	-2.1362303e-09	121490.33	-0.00029815987	-1731.9062	0.9808283	0.00196564	706.3847460746765	1.0
147	15.924957	4.2132845	23.818388	0.7210677	-486.91574	150.74895	-9.56661	-1002.85425	57.04	-1175598600.0	-39.71616864864865	-579.9451	85.150314	354.48593	-650.9089	29600000	2.4032591e-09	119751.555	-0.00016633392	-2985.1875	0.98019534	0.0015422537	711.1411311626434	1.0
148	17.135984	3.125343	25.808378	0.824086	-527.3529	114.54945	-9.10977	-1001.9635	61.63158	-1187262300.0	-39.84101798657718	-560.7866	94.71634	367.08688	-655.27264	29800000	2.670288e-09	119940.484	-0.00026055245	-3344.5781	0.9799024	0.0023148772	715.9364516735077	1.0
149	16.649494	3.2868216	24.323181	0.7662403	-499.8393	109.25468	-8.063299	-730.7538	58.895348	-1199145700.0	-39.97152426666667	-584.3093	93.646904	349.1399	-659.7162	30000000	3.7384034e-09	126569.766	-0.00026959355	-4698.672	0.98274684	0.001863709	720.6995961666107	1.0
150	16.919086	3.0517933	24.575172	0.71251786	-514.14825	114.640465	-9.103289	-950.5514	59.772728	-1210730400.0	-40.09040953642384	-588.85315	94.54055	326.46146	-664.5503	30200000	2.2125244e-09	118215.63	-0.0004251001	-1318.0859	0.9821027	0.0025790478	725.4560549259186	1.0
151	15.936966	3.4268773	21.324764	0.70224035	-479.95044	122.558846	-11.54887	-915.17175	56.534885	-1222677000.0	-40.21963789473684	-578.62415	94.696785	341.39136	-668.47614	30400000	-2.2888182e-09	127163.66	-9.042018e-05	-2528.3984	0.9795529	0.0023033626	730.1844944953918	1.0
152	15.956093	4.800616	25.228027	-1.3514209	-486.47516	143.86043	-9.622366	-959.83655	57.04762	-1234387700.0	-40.3394677124183	-582.51	89.70235	306.18546	-673.3096	30600000	-7.2479245e-10	120822.16	-0.00043537517	-2240.7266	0.9766325	0.004053387	734.9750850200653	1.0
153	15.821346	5.045878	22.437874	-13.911133	-493.202	145.67046	-10.460623	-1045.8733	57.314606	-1246378200.0	-40.46682597402597	-582.0129	99.21374	350.63052	-677.5563	30800000	2.6512146e-09	127951.0	-0.00046058887	-4520.164	0.9799851	0.0027316918	739.7504599094391	1.0
154	15.496372	5.4101315	26.654928	0.71926224	-454.95523	163.84285	-6.9135437	-758.0421	53.69412	-1258184600.0	-40.58659922580645	-589.9764	92.53777	355.00043	-682.1258	31000000	5.340576e-10	120481.664	-0.0003251767	-2763.5625	0.9795407	0.005515039	744.4941940307617	1.0
155	16.804367	6.3941445	27.933311	-6.1884027	-512.7281	177.49515	-8.992204	-1015.0793	59.8	-1270167400.0	-40.71049435897436	-614.1332	90.38929	349.54263	-685.5012	31200000	-1.4495849e-09	119477.67	-0.00056966016	-2367.8906	0.9808324	0.0044976696	749.2072122097015	1.0
156	16.453056	3.9909816	25.748203	0.7488884	-478.00345	116.5948	-9.573158	-643.1438	56.52239	-1282713500.0	-40.850747515923565	-624.2742	77.58397	393.18735	-689.2467	31400000	-1.373291e-09	132154.22	-0.00013882363	-4125.836	0.9801559	0.0023225565	754.0444295406342	1.0
157	17.03197	2.7656417	27.356787	13.475433	-508.24564	77.94759	-329.42395	-772.3661	59.355263	-1295271200.0	-40.98959392405063	-625.29877	105.094444	345.61273	-693.7027	31600000	8.201599e-10	131844.12	-0.00062756985	-1968.6328	0.98051816	0.0040730634	759.0374579429626	1.0
158	16.052172	4.072706	26.685474	0.71972036	-492.96616	167.87605	-8.534527	-1172.5167	57.02174	-1307832300.0	-41.12680251572327	-625.801	92.01532	325.15225	-698.3202	31800000	-4.5776366e-10	131408.92	-0.0007968124	-6428.258	0.97633356	0.008409063	763.9625766277313	1.0
159	16.28223	4.921293	26.84039	0.7479811	-478.30026	139.1828	-7.993346	-729.9222	56.066666	-1320188900.0	-41.255904	-636.3815	93.05096	308.11066	-702.3553	32000000	-2.3651123e-09	122969.91	-0.00071524153	-5515.0625	0.97266966	0.00601101	768.655905008316	1.0
160	15.615645	7.075229	21.701366	-21.367872	-528.81415	204.16333	-8.151821	-1565.9099	59.972973	-1332939800.0	-41.395645217391305	-639.9753	106.63224	365.6209	-706.4223	32200000	1.8310546e-09	135043.9	-0.00105874	-8759.086	0.97607785	0.009052367	773.4055721759796	1.0
161	16.780523	1.559564	19.88438	13.761765	-507.67865	50.481354	-431.3761	-626.1428	60.64516	-1346144400.0	-41.547666172839506	-649.9839	108.51547	424.08548	-711.80396	32400000	-9.155273e-10	148119.98	-0.0015577121	-10163.4375	0.9665875	0.008483618	778.198727607727	1.0
162	15.866588	1.7682401	22.207441	13.180104	-473.70755	48.311127	-392.3242	-691.53174	56.084747	-1359424600.0	-41.70014233128834	-666.2064	110.87534	378.2479	-717.81726	32600000	-3.8146972e-10	152689.28	-0.0014637652	-6454.172	0.9508967	0.008842199	782.9569947719574	1.0
163	14.353237	3.023937	25.67089	0.72934103	-442.35785	98.55804	-8.618921	-932.64014	51.913044	-1372944000.0	-41.858048780487806	-670.6639	110.42401	433.2476	-724.4973	32800000	4.1961667e-10	171660.31	-0.0006834495	-8242.797	0.95280886	0.0037828381	787.6626818180084	1.0
164	13.340236	3.7515874	18.247673	0.7354722	-408.14926	127.559654	-9.328901	-782.1355	48.44156	-1386198300.0	-42.006008242424244	-696.9143	85.12748	272.91522	-732.1576	33000000	-1.2207031e-09	156765.88	-0.0012320441	-3141.3594	0.9557677	0.0056353984	792.4143252372742	1.0
165	13.509813	3.1372192	21.711353	0.7235776	-415.624	103.86469	-10.450447	-679.74414	49.31915	-1399805400.0	-42.162814457831324	-701.31506	101.32263	373.58267	-737.7224	33200000	0.0	174557.81	-0.00045340057	-3073.0	0.95182675	0.0042875283	797.2307064533234	1.0
166	13.666103	3.4304597	22.44356	0.7051543	-415.62222	118.61724	-10.013541	-794.73926	48.955555	-1413363700.0	-42.31627880239521	-713.6831	83.37359	321.88284	-743.7998	33400000	7.6293943e-10	168778.02	-0.0005020865	-3707.8281	0.95319706	0.0036542534	801.9902122020721	1.0
167	14.085928	3.1222022	24.595564	0.7910563	-428.94705	92.60383	-10.38006	-740.14496	51.028572	-1427174900.0	-42.47544380952381	-706.8864	93.079636	394.08157	-749.88	33600000	1.8501282e-09	174966.27	-0.00037217632	177.60938	0.9531171	0.0067965263	806.717360496521	1.0
168	13.840399	2.6507232	19.50632	-2.2147753	-436.1993	85.48315	-12.622067	-876.76184	52.050632	-1441009700.0	-42.63342201183432	-693.6983	113.31268	316.3926	-756.18805	33800000	6.1035155e-10	186547.81	-0.0002544209	-12953.297	0.9561098	0.004354228	811.4651708602905	1.0
169	14.203405	2.5867875	22.668076	0.80047417	-437.12106	86.21045	-11.717852	-708.6485	52.085106	-1455090800.0	-42.796788705882356	-722.0302	87.282	327.2715	-762.1879	34000000	-1.7547607e-09	187433.12	-0.00015698379	-5297.203	0.9546952	0.0038286322	816.2383460998535	1.0
170	13.906455	3.5106878	23.67282	0.8410468	-424.76242	127.945045	-8.749404	-796.7405	49.150944	-1468981500.0	-42.95267555555556	-710.81	93.665924	308.57867	-769.10205	34200000	-3.4332275e-09	182872.81	-0.00034966134	-4535.8906	0.9535857	0.0046471385	821.3288373947144	1.0
171	13.078047	3.5538394	19.397753	-3.0190039	-408.61142	118.50849	-10.834963	-946.2022	48.34513	-1482837200.0	-43.105733953488375	-720.3355	94.96353	279.2288	-775.4313	34400000	6.1035155e-10	188765.06	-0.00024015647	-17201.656	0.9544853	0.0052639134	826.2526164054871	1.0
172	14.01406	2.9169106	21.656437	0.65111023	-441.61893	99.30209	-11.810816	-875.46704	52.211113	-1496960800.0	-43.264762080924854	-623.372	199.68007	349.01105	-781.8418	34600000	-5.340576e-10	251984.08	-0.000527338	-69561.28	0.95361644	0.00541429	830.9802477359772	1.0
173	13.745517	3.3688755	20.875912	-3.093183	-434.63168	126.4446	-8.073107	-998.42786	50.99254	-1511166200.0	-43.42431632183908	-731.4027	96.29632	374.47427	-787.87555	34800000	1.2969971e-09	205225.86	-0.0001271807	-8435.578	0.9537752	0.003951377	835.741277217865	1.0
174	14.074287	1.8134602	24.44966	0.8300663	-433.50696	55.72935	-11.544152	-603.9254	52.015503	-1525673200.0	-43.59066331428571	-686.68225	125.83572	419.9559	-795.6152	35000000	-2.555847e-09	204662.28	-0.00018139079	-8891.719	0.95140404	0.0019635232	840.5411086082458	1.0
175	13.881741	3.1192307	23.483603	0.8515576	-440.3622	109.94975	-9.16667	-825.7328	51.416058	-1539622100.0	-43.73926545454545	-702.96936	131.05925	462.58197	-802.9691	35200000	2.2888182e-09	187171.34	-0.00063599146	-4999.9844	0.9512278	0.0031789069	845.3094205856323	1.0
176	13.781663	2.6354063	21.314013	0.7070668	-430.7645	112.02977	-9.918646	-1192.6039	50.56589	-1553943300.0	-43.896703276836156	-717.3408	130.95486	447.22266	-808.8916	35400000	-1.5640258e-09	197054.66	-0.0005056675	-2900.0625	0.9499611	0.004817266	850.0353465080261	1.0
177	13.79177	3.0013397	21.896633	0.7295935	-440.89084	114.7912	-9.766114	-1013.25775	51.706898	-1568491900.0	-44.058761348314604	-728.2951	118.67292	460.55252	-815.1981	35600000	-3.8146972e-10	202082.83	-0.0005383871	-4628.578	0.9495429	0.0065498333	854.7895135879517	1.0
178	13.546668	4.0278363	22.278498	-5.943595	-432.56488	138.64355	-6.499392	-1182.7245	50.886364	-1582545700.0	-44.205186145251396	-722.2989	133.42195	420.20444	-821.6725	35800000	1.0681152e-09	196206.36	-0.00027333925	-10552.734	0.9490712	0.0038823027	859.6069610118866	1.0
179	14.01274	2.4268975	20.72922	0.7608589	-432.7111	82.4093	-8.577284	-740.9476	51.63889	-1597185800.0	-44.366272	-714.56085	147.10509	434.69183	-827.81757	36000000	1.5258789e-09	199076.81	-0.00033198652	-6367.922	0.9486724	0.002457942	864.3690304756165	1.0
180	13.785113	3.4484088	20.965115	0.73346746	-429.34116	120.23192	-7.294813	-757.9832	50.710144	-1611148000.0	-44.50685171270718	-690.7312	150.80742	423.17688	-833.8689	36200000	-1.6784667e-09	190726.92	-0.00049657776	-13641.156	0.9492296	0.0020650686	869.0845084190369	1.0
181	13.673532	3.123642	23.18155	0.8142667	-422.25916	100.9262	-9.157922	-678.117	50.622807	-1625389200.0	-44.65354901098901	-721.36896	133.10403	381.75616	-839.0127	36400000	-1.2207031e-09	189173.3	-0.00033088226	-5663.0625	0.94821656	0.0022821683	873.8234755992889	1.0
182	13.329321	3.404498	19.787054	-3.1775594	-429.8451	120.56445	-8.500576	-959.8912	50.17757	-1639528800.0	-44.795869726775955	-740.0371	120.76296	452.6036	-844.10834	36600000	-1.8310546e-09	187233.84	-0.0002520938	-4674.828	0.9484684	0.0022803992	878.6109688282013	1.0
183	14.114211	2.02096	19.779947	2.1718593	-441.23856	77.67569	-154.77348	-832.2249	52.064816	-1654147800.0	-44.94966956521739	-753.56866	124.61107	356.1539	-848.46136	36800000	8.3923335e-10	195342.12	-0.00043931862	455.04688	0.9491856	0.0055150907	883.3804049491882	1.0
184	13.500326	3.3587103	20.277946	-3.6172137	-432.93286	123.71304	-8.218454	-1023.78723	50.935482	-1668638000.0	-45.09832302702703	-755.1172	118.58708	387.35663	-853.72064	37000000	-1.9073486e-10	202319.16	-0.00041196428	-4240.5156	0.94811624	0.003387268	888.112601518631	1.0
185	13.404961	2.9579523	22.83606	0.7269645	-415.3172	105.609535	-7.2999496	-704.9978	49.255814	-1683293600.0	-45.24982709677419	-768.0159	122.07259	424.28204	-859.3456	37200000	-4.3487547e-09	199987.38	-0.0004067218	-4405.75	0.9481229	0.003800189	892.8541145324707	1.0
